BIN,country_name,card_brand,card_type,card_level,issuer_name,country_code2,is_valid
400430,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,AURGROUP FINANCIAL CREDIT UNION,US,True
400431,UNITED STATES,VISA,CREDIT,TRADITIONAL,COASTAL COMMUNITY BANK,US,True
400432,UNITED STATES,VISA,CREDIT,,,US,False
400433,UNITED STATES,VISA,CREDIT,,,US,False
400434,UNITED STATES,VISA,CREDIT,,,US,False
400435,UNITED STATES,VISA,CREDIT,,,US,False
400436,UNITED STATES,VISA,CREDIT,,,US,False
400442,UNITED STATES,VISA,DEBIT,CLASSIC,POWER FINANCIAL CREDIT UNION,US,True
400445,UNITED STATES,VISA,CREDIT,,,US,False
400460,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST STATE BANK OF SAUK CENTRE,US,True
400461,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"ABBEY CREDIT UNION, INC.",US,True
400463,UNITED STATES,VISA,CREDIT,TRADITIONAL,PRIME FINANCIAL CREDIT UNION,US,False
400464,UNITED STATES,VISA,CREDIT,CLASSIC,SOVITA CREDIT UNION,US,
400471,UNITED STATES,VISA,CREDIT,CLASSIC,BLACKHAWK COMMUNITY CREDIT UNION,US,True
400472,UNITED STATES,VISA,DEBIT,CLASSIC,"AMERICAN BANK &amp; TRUST COMPANY, INC.",US,True
400476,UNITED STATES,VISA,DEBIT,PLATINUM,,US,False
400477,UNITED STATES,VISA,DEBIT,BUSINESS,"THE CITIZENS STATE BANK OF CHENEY, KANSAS",US,False
400478,UNITED STATES,VISA,CREDIT,,,US,False
400482,UNITED STATES,VISA,CREDIT,,,US,False
400492,UNITED STATES,VISA,DEBIT,BUSINESS,CNB BANK,US,True
400493,UNITED STATES,VISA,CREDIT,BUSINESS,ICBA BANCARD,US,False
400494,UNITED STATES,VISA,CREDIT,BUSINESS,MCT CREDIT UNION,US,False
400498,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,DELTA COMMUNITY CREDIT UNION,US,True
400500,UNITED STATES,VISA,DEBIT,BUSINESS,UTAH FIRST FEDERAL CREDIT UNION,US,False
400501,UNITED STATES,VISA,CREDIT,BUSINESS,UTAH FIRST FEDERAL CREDIT UNION,US,False
400502,UNITED STATES,VISA,CREDIT,BUSINESS,FREEDOM CREDIT UNION,US,False
400503,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,True
400504,UNITED STATES,VISA,CREDIT,TRADITIONAL,WYHY FEDERAL CREDIT UNION,US,True
400505,UNITED STATES,VISA,CREDIT,CLASSIC,TRUNORTH FEDERAL CREDIT UNION,US,True
400506,UNITED STATES,VISA,DEBIT,CLASSIC,NORFOLK FIRE DEPARTMENT FEDERAL CREDIT UNION,US,True
400507,UNITED STATES,VISA,CREDIT,TRADITIONAL,DEXSTA FEDERAL CREDIT UNION,US,True
400508,UNITED STATES,VISA,CREDIT,CLASSIC,CENTRAL JERSEY POLICE &amp; FIRE FEDERAL CREDIT UNION,US,True
400509,UNITED STATES,VISA,CREDIT,CLASSIC,MEMPHIS CITY EMPLOYEES CREDIT UNION,US,False
400510,UNITED STATES,VISA,DEBIT,PREPAID WORKPLACE BENEFITS,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,True
400511,UNITED STATES,VISA,DEBIT,PREPAID HEALTHCARE,BANCORP BANK,US,False
400512,UNITED STATES,VISA,DEBIT,CLASSIC,LUZERNE COUNTY FEDERAL CREDIT UNION,US,True
400513,UNITED STATES,VISA,DEBIT,CLASSIC,ATTLEBORO MUNICIPAL EMPLOYEES FEDERAL CREDIT UNION,US,True
400514,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"PATHWARD, N.A.",US,False
400516,UNITED STATES,VISA,DEBIT,CLASSIC,REPUBLIC BANK &amp; TRUST COMPANY,US,True
400517,UNITED STATES,VISA,DEBIT,BUSINESS,DECATUR EARTHMOVER CREDIT UNION,US,False
400518,UNITED STATES,VISA,DEBIT,CLASSIC,NORTHERN COMMUNITIES CREDIT UNION,US,True
400519,UNITED STATES,VISA,CREDIT,TRADITIONAL,VYSTAR CREDIT UNION,US,False
400520,UNITED STATES,VISA,CREDIT,SIGNATURE,VYSTAR CREDIT UNION,US,False
400521,UNITED STATES,VISA,DEBIT,CLASSIC,DOMINION ENERGY CREDIT UNION,US,True
400525,UNITED STATES,VISA,DEBIT,CLASSIC,1ST EQUITY BANK,US,False
400526,UNITED STATES,VISA,DEBIT,CLASSIC,NEW ENGLAND FEDERAL CREDIT UNION,US,False
400527,UNITED STATES,VISA,DEBIT,PREPAID,1ST EQUITY BANK,US,False
400528,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,BANGOR SAVINGS BANK,US,True
400529,UNITED STATES,VISA,DEBIT,BUSINESS,"SPENCER SAVINGS BANK, SLA",US,False
400530,UNITED STATES,VISA,CREDIT,TRADITIONAL,PERFECT CIRCLE CREDIT UNION,US,False
400531,UNITED STATES,VISA,CREDIT,TRADITIONAL,PERFECT CIRCLE CREDIT UNION,US,False
400534,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,False
400535,UNITED STATES,VISA,CREDIT,,,US,False
400537,UNITED STATES,VISA,DEBIT,CLASSIC,APEX BANK,US,False
400538,UNITED STATES,VISA,DEBIT,BUSINESS,EVOLVE BANK &amp; TRUST,US,False
400539,UNITED STATES,VISA,CREDIT,,AMALGAMATED BANK OF CHICAGO,US,False
400540,UNITED STATES,VISA,DEBIT,PREPAID,"U.S. BANK, N.A.",US,False
400542,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,BANGOR SAVINGS BANK,US,True
400543,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,True
400544,UNITED STATES,VISA,DEBIT,PREPAID,"U.S. BANK, N.A.",US,False
400545,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,True
400546,UNITED STATES,VISA,CREDIT,CLASSIC,LIBERTY BANK,US,False
400547,UNITED STATES,VISA,DEBIT,BUSINESS,PATTERSON STATE BANK,US,False
400548,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,BANGOR SAVINGS BANK,US,False
400551,UNITED STATES,VISA,CREDIT,CORPORATE T&amp;E,LATIN AMERICA AND CARIBBEAN REGION,US,True
400552,UNITED STATES,VISA,CREDIT,CORPORATE T&amp;E,INTL HDQTRS-CENTER OWNED,US,True
400554,UNITED STATES,VISA,CREDIT,TRADITIONAL,INTL HDQTRS-CENTER OWNED,US,True
400555,UNITED STATES,VISA,DEBIT,CLASSIC,U.S. REGION,US,True
400556,UNITED STATES,VISA,DEBIT,CLASSIC,U.S. REGION,US,True
400559,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,False
400560,UNITED STATES,VISA,CREDIT,TRADITIONAL,VISA U.S.A. INC.,US,True
400561,UNITED STATES,VISA,CREDIT,TRADITIONAL,LATIN AMERICA AND CARIBBEAN REGION,US,True
400563,UNITED STATES,VISA,CREDIT,,,US,False
400564,UNITED STATES,VISA,DEBIT,CLASSIC,"STRIDE BANK, N.A.",US,False
400565,UNITED STATES,VISA,DEBIT,CLASSIC,APCI FEDERAL CREDIT UNION,US,False
400567,UNITED STATES,VISA,DEBIT,BUSINESS,"STRIDE BANK, NATIONAL ASSOCIATION",US,False
400570,UNITED STATES,VISA,DEBIT,CLASSIC,"FIRST FINANCIAL BANKSHARES, INC.",US,False
400571,UNITED STATES,VISA,DEBIT,BUSINESS,"FIRST FINANCIAL BANKSHARES, INC.",US,True
400572,UNITED STATES,VISA,DEBIT,CLASSIC,CENTURY BANK,US,False
400573,UNITED STATES,VISA,DEBIT,BUSINESS,CENTURY BANK,US,True
400574,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,False
400575,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST FIDELITY BANK,US,False
400577,UNITED STATES,VISA,CREDIT,CLASSIC,VISA U.S.A. INC.,US,False
400579,UNITED STATES,VISA,CREDIT,CLASSIC,LOOKOUT FEDERAL CREDIT UNION,US,False
400580,UNITED STATES,VISA,CREDIT,TRADITIONAL,ROSWELL COMMUNITY FEDERAL CREDIT UNION,US,True
400581,UNITED STATES,VISA,CREDIT,TRADITIONAL,IRON COUNTY COMMUNITY CREDIT UNION,US,False
400582,UNITED STATES,VISA,CREDIT,TRADITIONAL,WELCOME FEDERAL CREDIT UNION,US,False
400583,UNITED STATES,VISA,CREDIT,CLASSIC,MCT CREDIT UNION,US,True
400584,UNITED STATES,VISA,CREDIT,CLASSIC,GRASSLANDS FEDERAL CREDIT UNION,US,False
400585,UNITED STATES,VISA,DEBIT,BUSINESS,WESTERRA CREDIT UNION,US,True
400586,UNITED STATES,VISA,CREDIT,BUSINESS,WESTERRA CREDIT UNION,US,False
400587,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,SERVICE CREDIT UNION,US,False
400590,UNITED STATES,VISA,CREDIT,BUSINESS,EVERENCE FEDERAL CREDIT UNION,US,True
400591,UNITED STATES,VISA,CREDIT,BUSINESS,CREDIT UNION OF ATLANTA,US,False
400592,UNITED STATES,VISA,CREDIT,TRADITIONAL,GARDINER FEDERAL CREDIT UNION,US,True
400593,UNITED STATES,VISA,DEBIT,BUSINESS,NEIGHBORS CREDIT UNION,US,True
400594,UNITED STATES,VISA,DEBIT,PREPAID,SERVICE CREDIT UNION,US,False
400595,UNITED STATES,VISA,DEBIT,PREPAID,SERVICE CREDIT UNION,US,False
400597,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST ELECTRONIC BANK,US,False
400600,UNITED STATES,VISA,DEBIT,CLASSIC,LINDELL BANK &amp; TRUST COMPANY,US,False
400602,UNITED STATES,VISA,DEBIT,BUSINESS,TSB BANK,US,False
400604,UNITED STATES,VISA,DEBIT,BUSINESS,MID MINNESOTA FEDERAL CREDIT UNION,US,True
400607,UNITED STATES,VISA,DEBIT,BUSINESS,CBW BANK,US,False
400611,UNITED STATES,VISA,DEBIT,BUSINESS,FIRST COMMUNITY BANK,US,False
400613,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,False
400614,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,False
400617,UNITED STATES,VISA,CREDIT,SIGNATURE,PROVIDENT CREDIT UNION,US,True
400618,UNITED STATES,VISA,DEBIT,BUSINESS,SELECT BANK &amp; TRUST COMPANY,US,True
400619,UNITED STATES,VISA,DEBIT,CLASSIC,STATE BANK OF DE KALB,US,False
400620,UNITED STATES,VISA,DEBIT,PREPAID,SUNTRUST BANK,US,False
400632,UNITED STATES,VISA,DEBIT,PREPAID,THE HUNTINGTON NATIONAL BANK,US,False
400636,UNITED STATES,VISA,DEBIT,CLASSIC,"STRIDE BANK, NATIONAL ASSOCIATION",US,True
400639,UNITED STATES,VISA,CREDIT,BUSINESS,AVADIAN CREDIT UNION,US,False
400640,UNITED STATES,VISA,DEBIT,CLASSIC,CENTRAL SOYA FEDERAL CREDIT UNION,US,False
400641,UNITED STATES,VISA,CREDIT,CLASSIC,INOVA FEDERAL CREDIT UNION,US,False
400650,UNITED STATES,VISA,DEBIT,CLASSIC,MOODY NATIONAL BANK,US,False
400651,UNITED STATES,VISA,DEBIT,CLASSIC,HASTINGS FEDERAL CREDIT UNION,US,False
400655,UNITED STATES,VISA,CREDIT,,,US,False
400656,UNITED STATES,VISA,CREDIT,TRADITIONAL,BANTERRA BANK,US,False
400658,UNITED STATES,VISA,DEBIT,CLASSIC,1ST ADVANTAGE BANK,US,False
400664,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST SOUTH FINANCIAL CREDIT UNION,US,False
400665,UNITED STATES,VISA,DEBIT,CLASSIC,SUTTON BANK,US,True
400668,UNITED STATES,VISA,DEBIT,CLASSIC,STEARNS BANK NATIONAL ASSOCIATION,US,False
400685,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,EASTMAN CREDIT UNION,US,False
400688,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,False
400692,UNITED STATES,VISA,DEBIT,CLASSIC,TANNER EMPLOYEES CREDIT UNION,US,False
400695,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,WOODLAND BANK,US,False
400698,UNITED STATES,VISA,CREDIT,CORPORATE T&amp;E,M&amp;T BANK,US,False
400700,UNITED STATES,VISA,DEBIT,CLASSIC,"HSBC BANK USA, N.A.",US,False
400701,UNITED STATES,VISA,CREDIT,,,US,False
400702,UNITED STATES,VISA,CREDIT,,,US,False
400703,UNITED STATES,VISA,CREDIT,,,US,False
400704,UNITED STATES,VISA,CREDIT,,,US,False
400705,UNITED STATES,VISA,CREDIT,,,US,False
400706,UNITED STATES,VISA,CREDIT,,,US,False
400707,UNITED STATES,VISA,CREDIT,,,US,False
400708,UNITED STATES,VISA,CREDIT,,,US,False
400710,UNITED STATES,VISA,CREDIT,,,US,False
400711,UNITED STATES,VISA,CREDIT,,,US,False
400712,UNITED STATES,VISA,CREDIT,,,US,False
400713,UNITED STATES,VISA,CREDIT,,,US,False
400714,UNITED STATES,VISA,CREDIT,,,US,False
400715,UNITED STATES,VISA,CREDIT,,,US,False
400716,UNITED STATES,VISA,CREDIT,,,US,False
400717,UNITED STATES,VISA,CREDIT,,,US,False
400718,UNITED STATES,VISA,CREDIT,,,US,False
400719,UNITED STATES,VISA,CREDIT,,,US,False
400721,UNITED STATES,VISA,CREDIT,,,US,False
400722,UNITED STATES,VISA,CREDIT,,,US,False
400723,UNITED STATES,VISA,CREDIT,,,US,False
400724,UNITED STATES,VISA,CREDIT,,,US,False
400732,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,PARK VIEW FEDERAL CREDIT UNION,US,False
400737,UNITED STATES,VISA,CREDIT,BUSINESS,BLUE COAST FEDERAL CREDIT UNION,US,False
400743,UNITED STATES,VISA,CREDIT,,,US,False
400744,UNITED STATES,VISA,CREDIT,,,US,False
400745,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,True
400746,UNITED STATES,VISA,CREDIT,,,US,False
400747,UNITED STATES,VISA,CREDIT,,,US,False
400748,UNITED STATES,VISA,CREDIT,,,US,False
400749,UNITED STATES,VISA,CREDIT,,,US,False
400751,UNITED STATES,VISA,CREDIT,BUSINESS,GEORGIA&#039;S OWN CREDIT UNION,US,False
400752,UNITED STATES,VISA,DEBIT,CLASSIC,"MUTUAL SECURITY CREDIT UNION, INC",US,True
400753,UNITED STATES,VISA,DEBIT,BUSINESS,ICBA BANCARD,US,False
400754,UNITED STATES,VISA,DEBIT,PREPAID,"COMMERCE BANCSHARES, INC.",US,False
400755,UNITED STATES,VISA,CREDIT,BUSINESS,FIDELITY BANK,US,False
400756,UNITED STATES,VISA,DEBIT,BUSINESS,SIGNATURE FEDERAL CREDIT UNION,US,False
400757,UNITED STATES,VISA,DEBIT,CLASSIC,BANESCO USA,US,False
400759,UNITED STATES,VISA,CREDIT,BUSINESS,TWINSTAR CREDIT UNION,US,True
400760,UNITED STATES,VISA,DEBIT,CLASSIC,PENN STATE FEDERAL CREDIT UNION,US,True
400761,UNITED STATES,VISA,CREDIT,TRADITIONAL,"WELLS FARGO BANK, NATIONAL ASSOCIATION",US,False
400764,UNITED STATES,VISA,CREDIT,TRADITIONAL,SOARION FEDERAL CREDIT UNION,US,False
400765,UNITED STATES,VISA,DEBIT,CLASSIC,FIRSTMARK CREDIT UNION,US,True
400766,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,FIRSTMARK CREDIT UNION,US,True
400767,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,REPUBLIC BANK &amp; TRUST COMPANY,US,False
400768,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,False
400769,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,False
400771,UNITED STATES,VISA,DEBIT,BUSINESS,THAYER COUNTY BANK,US,False
400775,UNITED STATES,VISA,DEBIT,CLASSIC,SSMOK EMPLOYEES FEDERAL CREDIT UNION,US,True
400776,UNITED STATES,VISA,DEBIT,BUSINESS,"DAY AIR CREDIT UNION, INC.",US,False
400778,UNITED STATES,VISA,DEBIT,BUSINESS,THE FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY,US,
400779,UNITED STATES,VISA,DEBIT,CLASSIC,SOUTHERN GAS FEDERAL CREDIT UNION,US,
400780,UNITED STATES,VISA,DEBIT,CLASSIC,VALLEY NATIONAL BANK,US,
400781,UNITED STATES,VISA,CREDIT,TRADITIONAL,FORT WORTH COMMUNITY CREDIT UNION,US,
400783,UNITED STATES,VISA,CREDIT,BUSINESS,TRI COUNTIES BANK,US,
400784,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
400785,UNITED STATES,VISA,DEBIT,CLASSIC,"LAFAYETTE SAVINGS BANK, F.S.B.",US,
400786,UNITED STATES,VISA,DEBIT,BUSINESS,SOLIDARITY COMMUNITY FEDERAL CREDIT UNION,US,
400788,UNITED STATES,VISA,DEBIT,BUSINESS,PARTNERS 1ST FEDERAL CREDIT UNION,US,
400790,UNITED STATES,VISA,DEBIT,CLASSIC,CRANE CREDIT UNION,US,
400791,UNITED STATES,VISA,DEBIT,CLASSIC,GENERATIONS FEDERAL CREDIT UNION,US,
400792,UNITED STATES,VISA,DEBIT,CLASSIC,,US,
400793,UNITED STATES,VISA,DEBIT,CLASSIC,"PNC FINANCIAL SERVICES GROUP, INC.",US,
400796,UNITED STATES,VISA,DEBIT,CLASSIC,ORLEX GOVERNMENT EMPLOYEES CREDIT UNION,US,
400797,UNITED STATES,VISA,DEBIT,CLASSIC,ONE THIRTEEN CREDIT UNION,US,
400798,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
400799,UNITED STATES,VISA,DEBIT,CLASSIC,MERCHANTS &amp; PLANTERS&#039; BANK,US,
400800,UNITED STATES,VISA,CREDIT,,"FISERV SOLUTIONS, LLC",US,
400801,UNITED STATES,VISA,CREDIT,,"FISERV SOLUTIONS, LLC",US,
400802,UNITED STATES,VISA,CREDIT,CLASSIC,CASCADE COMMUNITY FEDERAL CREDIT UNION,US,
400803,UNITED STATES,VISA,DEBIT,BUSINESS,MUNICIPAL EMPLOYEES CREDIT UNION OF OKLAHOMA CITY,US,
400804,UNITED STATES,VISA,DEBIT,CLASSIC,THE NATIONAL CAPITAL BANK OF WASHINGTON,US,
400806,UNITED STATES,VISA,DEBIT,CLASSIC,PENNCREST BANK,US,
400807,UNITED STATES,VISA,DEBIT,CLASSIC,BULL DOG FEDERAL CREDIT UNION,US,
400808,UNITED STATES,VISA,DEBIT,CLASSIC,CREDIT UNION OF NEW JERSEY,US,
400809,UNITED STATES,VISA,DEBIT,CLASSIC,"WILMINGTON SAVINGS FUND SOCIETY, F.S.B.",US,
400813,UNITED STATES,VISA,DEBIT,BUSINESS,BANK OF COLORADO,US,
400816,UNITED STATES,VISA,CREDIT,BUSINESS,PARK VIEW FEDERAL CREDIT UNION,US,
400821,UNITED STATES,VISA,DEBIT,CLASSIC,UNION STATE BANK,US,
400822,UNITED STATES,VISA,DEBIT,CLASSIC,MICHIGAN UNITED CREDIT UNION,US,
400823,UNITED STATES,VISA,DEBIT,BUSINESS,MICHIGAN UNITED CREDIT UNION,US,
400824,UNITED STATES,VISA,DEBIT,BUSINESS,MAINSTREET BANK,US,
400831,UNITED STATES,VISA,DEBIT,BUSINESS,"NORTH AMERICAN SAVINGS BANK, F.S.B.",US,
400833,UNITED STATES,VISA,DEBIT,CLASSIC,OPEN BANK,US,
400834,UNITED STATES,VISA,DEBIT,CLASSIC,JACK DANIEL EMPLOYEES CREDIT UNION,US,
400835,UNITED STATES,VISA,DEBIT,CLASSIC,MICHIGAN ONE COMMUNITY CREDIT UNION,US,
400840,UNITED STATES,VISA,CREDIT,BUSINESS,JETSTREAM FEDERAL CREDIT UNION,US,
400841,UNITED STATES,VISA,CREDIT,CLASSIC,JETSTREAM FEDERAL CREDIT UNION,US,
400844,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400848,UNITED STATES,VISA,DEBIT,CLASSIC,EVOLVE BANK &amp; TRUST,US,
400862,UNITED STATES,VISA,DEBIT,CLASSIC,INTL HDQTRS-CENTER OWNED,US,
400867,UNITED STATES,VISA,DEBIT,CLASSIC,BUFFALO METROPOLITAN FEDERAL CREDIT UNION,US,
400869,UNITED STATES,VISA,CREDIT,BUSINESS,BANK OF TRAVELERS REST,US,
400870,UNITED STATES,VISA,CREDIT,,PEOPLE&#039;S UNITED BANK,US,
400871,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,BANK OF TRAVELERS REST,US,
400873,UNITED STATES,VISA,DEBIT,CLASSIC,EASTERN INTERNATIONAL BANK,US,
400875,UNITED STATES,VISA,DEBIT,CLASSIC,BANK OF MADISON,US,
400876,UNITED STATES,VISA,DEBIT,CLASSIC,THE NATIONAL BANK OF MALVERN,US,
400877,UNITED STATES,VISA,DEBIT,CLASSIC,SUTTON BANK,US,
400878,UNITED STATES,VISA,DEBIT,CLASSIC,GREATER ALLIANCE FEDERAL CREDIT UNION,US,
400879,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400886,UNITED STATES,VISA,DEBIT,BUSINESS,FOX COMMUNITIES CREDIT UNION,US,
400892,UNITED STATES,VISA,CREDIT,CLASSIC,SANTA CLARA COUNTY FEDERAL CREDIT UNION,US,
400893,UNITED STATES,VISA,DEBIT,CLASSIC,PEOPLESBANK,US,
400894,UNITED STATES,VISA,DEBIT,CLASSIC,THE TURBOTVILLE NATIONAL BANK,US,
400895,UNITED STATES,VISA,DEBIT,CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
400896,UNITED STATES,VISA,DEBIT,CLASSIC,"TD BANK USA, NATIONAL ASSOCIATION",US,
400897,UNITED STATES,VISA,DEBIT,PREPAID,REGIONS BANK,US,
400898,UNITED STATES,VISA,CREDIT,TRADITIONAL,SYNCHRONY BANK,US,
400899,UNITED STATES,VISA,CREDIT,CLASSIC,SYNCHRONY BANK,US,
400901,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST PRYORITY BANK,US,
400908,UNITED STATES,VISA,DEBIT,CLASSIC,LANDMARK CREDIT UNION,US,
400909,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
400910,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,METABANK,US,
400918,UNITED STATES,VISA,CREDIT,BUSINESS,HORIZON UTAH FEDERAL CREDIT UNION,US,
400919,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
400920,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST BANK NJ,US,
400922,UNITED STATES,VISA,CREDIT,CLASSIC,NEW ENGLAND FEDERAL CREDIT UNION,US,
