BIN,country_name,card_brand,card_type,card_level,issuer_name,country_code2,is_valid
401354,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401355,UNITED STATES,VISA,DEBIT,CLASSIC,MERIDIAN MISSISSIPPI ANG FEDERAL CREDIT UNION,US,
401356,UNITED STATES,VISA,DEBIT,CLASSIC,HOPE FEDERAL CREDIT UNION,US,
401357,UNITED STATES,VISA,DEBIT,CLASSIC,BANK OF COMMERCE,US,
401358,UNITED STATES,VISA,CREDIT,CLASSIC,STATE FARM BANK,US,
401360,UNITED STATES,VISA,CREDIT,SIGNATURE,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401361,UNITED STATES,VISA,DEBIT,CLASSIC,DIAMOND FEDERAL CREDIT UNION,US,
401362,UNITED STATES,VISA,CREDIT,CLASSIC,MISSISSIPPI FEDERAL CREDIT UNION,US,
401363,UNITED STATES,VISA,DEBIT,CLASSIC,MINNESOTA LAKES BANK,US,
401364,UNITED STATES,VISA,DEBIT,CLASSIC,"TRANSPECOS BANKS, SSB",US,
401365,UNITED STATES,VISA,CREDIT,,MEMBERS COMMUNITY CREDIT UNION,US,
401366,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SIMPLOT EMPLOYEES CREDIT UNION,US,
401368,UNITED STATES,VISA,DEBIT,CLASSIC,LINEAGE BANK,US,
401369,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401371,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401372,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401373,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401374,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401378,UNITED STATES,VISA,DEBIT,CLASSIC,"CONNEX CREDIT UNION, INC.",US,
401382,UNITED STATES,VISA,CREDIT,CLASSIC,SUPERIOR CREDIT UNION,US,
401384,UNITED STATES,VISA,CREDIT,TRADITIONAL,CENTRAL BANK,US,
401385,UNITED STATES,VISA,CREDIT,TRADITIONAL,CENTRAL BANK,US,
401386,UNITED STATES,VISA,CREDIT,BUSINESS,CENTRAL BANK,US,
401387,UNITED STATES,VISA,CREDIT,BUSINESS,CENTRAL BANK,US,
401388,UNITED STATES,VISA,DEBIT,BUSINESS,SUNCOAST CREDIT UNION,US,
401389,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,WASHINGTON STATE EMPLOYEES CREDIT UNION,US,
401390,UNITED STATES,VISA,DEBIT,PREPAID,WASHINGTON STATE EMPLOYEES CREDIT UNION,US,
401391,UNITED STATES,VISA,CREDIT,,"CITIBANK, N.A.",US,
401392,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401393,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401394,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401395,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401396,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401398,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401399,UNITED STATES,VISA,CREDIT,,"WEBSTER BANK, N.A.",US,
401400,UNITED STATES,VISA,DEBIT,BUSINESS,"U.S. BANK, N.A.",US,
401401,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401402,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401404,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401405,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401406,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401407,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401408,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401409,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401410,UNITED STATES,VISA,DEBIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION,US,
401411,UNITED STATES,VISA,DEBIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION,US,
401412,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401413,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401414,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401415,UNITED STATES,VISA,CREDIT,TRADITIONAL,USAA FEDERAL SAVINGS BANK - CREDIT,US,
401416,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST NATIONAL BANK OF OMAHA,US,
401417,UNITED STATES,VISA,CREDIT,TRADITIONAL,IDAHO CENTRAL CREDIT UNION,US,
401418,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401419,UNITED STATES,VISA,DEBIT,PREPAID,CALIFORNIA BANK &amp; TRUST,US,
401420,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401421,UNITED STATES,VISA,CREDIT,BUSINESS,TRUIST BANK - CREDIT,US,
401422,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401423,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401424,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401425,UNITED STATES,VISA,CREDIT,TRADITIONAL,TRUIST BANK - CREDIT,US,
401426,UNITED STATES,VISA,CREDIT,TRADITIONAL,TRUIST BANK - CREDIT,US,
401427,UNITED STATES,VISA,CREDIT,TRADITIONAL,TRUIST BANK - CREDIT,US,
401428,UNITED STATES,VISA,CREDIT,BUSINESS,TRUIST BANK - CREDIT,US,
401429,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICA FIRST FEDERAL CREDIT UNION,US,
401430,UNITED STATES,VISA,DEBIT,CLASSIC,AMERICA FIRST FEDERAL CREDIT UNION,US,
401431,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICA FIRST FEDERAL CREDIT UNION,US,
401432,UNITED STATES,VISA,DEBIT,CLASSIC,AMERICA FIRST FEDERAL CREDIT UNION,US,
401433,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICA FIRST FEDERAL CREDIT UNION,US,
401434,UNITED STATES,VISA,CREDIT,SIGNATURE,"INTERPAYMENT SERVICES, LTD.",US,
401435,UNITED STATES,VISA,DEBIT,CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401436,UNITED STATES,VISA,DEBIT,CLASSIC,SUNLIGHT FEDERAL CREDIT UNION,US,
401437,UNITED STATES,VISA,DEBIT,CLASSIC,FREMONT BANK,US,
401438,UNITED STATES,VISA,DEBIT,CLASSIC,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401439,UNITED STATES,VISA,CREDIT,CLASSIC,SHARE ADVANTAGE CREDIT UNION,US,
401440,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401441,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401442,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401443,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401444,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401445,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401446,UNITED STATES,VISA,CREDIT,CLASSIC,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401447,UNITED STATES,VISA,DEBIT,CLASSIC,FREMONT BANK,US,
401448,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401449,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401450,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401451,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401452,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401453,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401454,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401455,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401456,UNITED STATES,VISA,DEBIT,CLASSIC,FREMONT BANK,US,
401457,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401458,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401459,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401460,UNITED STATES,VISA,DEBIT,BUSINESS,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS",US,
401461,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401462,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401463,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401464,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401465,UNITED STATES,VISA,DEBIT,CLASSIC,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,US,
401466,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401467,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401468,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FAIRWINDS CREDIT UNION,US,
401469,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FAIRWINDS CREDIT UNION,US,
401470,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FAIRWINDS CREDIT UNION,US,
401471,UNITED STATES,VISA,CREDIT,BUSINESS,FAIRWINDS CREDIT UNION,US,
401472,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CAPITAL ONE, NATIONAL ASSOCIATION",US,
401473,UNITED STATES,VISA,CREDIT,SIGNATURE,FIRST HORIZON BANK,US,
401474,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401475,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401476,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401477,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401478,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401479,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401480,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FIRST HORIZON BANK,US,
401481,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401482,UNITED STATES,VISA,DEBIT,BUSINESS,FIRST HORIZON BANK,US,
401483,UNITED STATES,VISA,DEBIT,BUSINESS,FIRST HORIZON BANK,US,
401484,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401485,UNITED STATES,VISA,CREDIT,CLASSIC,FAIRWINDS CREDIT UNION,US,
401486,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401487,UNITED STATES,VISA,CREDIT,BUSINESS,FAIRWINDS CREDIT UNION,US,
401488,UNITED STATES,VISA,CREDIT,TRADITIONAL,FAIRWINDS CREDIT UNION,US,
401489,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST HORIZON BANK,US,
401490,UNITED STATES,VISA,CREDIT,CLASSIC,SPOKANE TEACHERS CREDIT UNION,US,
401491,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401492,UNITED STATES,VISA,DEBIT,BUSINESS,"COMMERCE BANCSHARES, INC.",US,
401493,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401494,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401495,UNITED STATES,VISA,CREDIT,CLASSIC,SPOKANE TEACHERS CREDIT UNION,US,
401496,UNITED STATES,VISA,CREDIT,CLASSIC,SPOKANE TEACHERS CREDIT UNION,US,
401497,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401498,UNITED STATES,VISA,CREDIT,BUSINESS,"FISERV SOLUTIONS, LLC",US,
401499,UNITED STATES,VISA,DEBIT,CLASSIC,CUSTOMERS BANK,US,
401505,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401507,UNITED STATES,VISA,DEBIT,CLASSIC,LAMAR BANK AND TRUST COMPANY,US,
401514,UNITED STATES,VISA,CREDIT,,,US,
401515,UNITED STATES,VISA,CREDIT,,,US,
401516,UNITED STATES,VISA,CREDIT,,,US,
401517,UNITED STATES,VISA,CREDIT,,BARCLAYS BANK,US,
401518,UNITED STATES,VISA,CREDIT,,,US,
401519,UNITED STATES,VISA,CREDIT,,,US,
401521,UNITED STATES,VISA,DEBIT,CLASSIC,TITAN FEDERAL CREDIT UNION,US,
401522,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401523,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401524,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401525,UNITED STATES,VISA,CREDIT,,,US,
401526,UNITED STATES,VISA,DEBIT,PREPAID WORKPLACE BENEFITS,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401528,UNITED STATES,VISA,CREDIT,CLASSIC,"WASHINGTON FEDERAL, NATIONAL ASSOCIATION",US,
401529,UNITED STATES,VISA,DEBIT,CLASSIC,SIOUX VALLEY COMMUNITY CREDIT UNION,US,
401531,UNITED STATES,VISA,DEBIT,CLASSIC,SSB BANK,US,
401532,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST NATIONAL BANK OF OMAHA,US,
401533,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
401534,UNITED STATES,VISA,DEBIT,CLASSIC,GREAT LAKES FIRST FEDERAL CREDIT UNION,US,
401535,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401536,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401537,UNITED STATES,VISA,DEBIT,CLASSIC,HURON NATIONAL BANK,US,
401538,UNITED STATES,VISA,DEBIT,CLASSIC,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,US,
401539,UNITED STATES,VISA,DEBIT,CLASSIC,SOUTHWEST FINANCIAL FEDERAL CREDIT UNION,US,
401540,UNITED STATES,VISA,CREDIT,TRADITIONAL,SOUTHWEST FINANCIAL FEDERAL CREDIT UNION,US,
401541,UNITED STATES,VISA,CREDIT,CLASSIC,COLUMBUS BANK AND TRUST COMPANY,US,
401542,UNITED STATES,VISA,DEBIT,BUSINESS,"WASHINGTON FEDERAL, NATIONAL ASSOCIATION",US,
401543,UNITED STATES,VISA,DEBIT,CLASSIC,"WASHINGTON FEDERAL, NATIONAL ASSOCIATION",US,
401544,UNITED STATES,VISA,CREDIT,CLASSIC,COLUMBUS BANK AND TRUST COMPANY,US,
401545,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,PEOPLES FIRST SAVINGS BANK,US,
401546,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICAN SOUTHWEST CREDIT UNION,US,
401547,UNITED STATES,VISA,DEBIT,BUSINESS,GREAT LAKES FIRST FEDERAL CREDIT UNION,US,
401548,UNITED STATES,VISA,CREDIT,TRADITIONAL,CATHOLIC VANTAGE FINANCIAL,US,
401549,UNITED STATES,VISA,CREDIT,TRADITIONAL,CBC FEDERAL CREDIT UNION,US,
401551,UNITED STATES,VISA,CREDIT,TRADITIONAL,INTL HDQTRS-CENTER OWNED,US,
401554,UNITED STATES,VISA,CREDIT,,,US,
401572,UNITED STATES,VISA,CREDIT,BUSINESS,SOLVAY BANK,US,
401577,UNITED STATES,VISA,CREDIT,SIGNATURE,HUDSON VALLEY CREDIT UNION,US,
401582,UNITED STATES,VISA,CREDIT,,,US,
401590,UNITED STATES,VISA,DEBIT,BUSINESS,ROSWELL COMMUNITY FEDERAL CREDIT UNION,US,
401597,UNITED STATES,VISA,CREDIT,,,US,
401599,UNITED STATES,VISA,CREDIT,,,US,
401603,UNITED STATES,VISA,DEBIT,BUSINESS,"SUNFLOWER BANK, NATIONAL ASSOCIATION",US,
401604,UNITED STATES,VISA,DEBIT,CLASSIC,TEAMSTERS CREDIT UNION,US,
401609,UNITED STATES,VISA,CREDIT,TRADITIONAL,NEW BRUNSWICK POSTAL FEDERAL CREDIT UNION,US,
401612,UNITED STATES,VISA,CREDIT,TRADITIONAL,APL FEDERAL CREDIT UNION,US,
401614,UNITED STATES,VISA,DEBIT,CLASSIC,HARVESTER&#039;S FEDERAL CREDIT UNION,US,
401615,UNITED STATES,VISA,DEBIT,BUSINESS,THE FIRST NATIONAL BANK OF GRANBURY,US,
401617,UNITED STATES,VISA,DEBIT,BUSINESS,THE WATERFORD COMMERCIAL AND SAVINGS BANK,US,
401619,UNITED STATES,VISA,DEBIT,BUSINESS,COGENT BANK,US,
401621,UNITED STATES,VISA,DEBIT,BUSINESS,PINNACLE BANK,US,
401625,UNITED STATES,VISA,DEBIT,CLASSIC,THREAD BANK,US,
401626,UNITED STATES,VISA,DEBIT,CLASSIC,CITIZENS FIRST BANK,US,
401627,UNITED STATES,VISA,DEBIT,CLASSIC,WEST CENTRAL BANK,US,
401628,UNITED STATES,VISA,DEBIT,CLASSIC,GLYNN COUNTY FEDERAL EMPLOYEES CREDIT UNION,US,
401629,UNITED STATES,VISA,DEBIT,CLASSIC,JM ASSOCIATES FEDERAL CREDIT UNION,US,
401634,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST SERVICE CREDIT UNION,US,
401638,UNITED STATES,VISA,DEBIT,BUSINESS,FIRSTMARK CREDIT UNION,US,
401641,UNITED STATES,VISA,CREDIT,TRADITIONAL,COPOCO COMMUNITY CREDIT UNION,US,
401644,UNITED STATES,VISA,DEBIT,CLASSIC,LAND OF LINCOLN CREDIT UNION,US,
401650,UNITED STATES,VISA,CREDIT,TRADITIONAL,CROSSPOINT FEDERAL CREDIT UNION,US,
401654,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,CITIZENS COMMUNITY FEDERAL,US,
401655,UNITED STATES,VISA,DEBIT,CLASSIC,"FIRST FEDERAL BANK, A FSB",US,
401656,UNITED STATES,VISA,DEBIT,CLASSIC,STALEY CREDIT UNION,US,
401657,UNITED STATES,VISA,DEBIT,CLASSIC,FARMERS BANK AND TRUST COMPANY,US,
401658,UNITED STATES,VISA,DEBIT,PREPAID PRIVATE LABEL STANDARD,STOCK YARDS BANK,US,
401659,UNITED STATES,VISA,DEBIT,CLASSIC,"PBK BANK, INC.",US,
401660,UNITED STATES,VISA,DEBIT,CLASSIC,ALABAMA TEACHERS CREDIT UNION,US,
401661,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,METABANK,US,
401666,UNITED STATES,VISA,DEBIT,CLASSIC,BRIGHTSTAR CREDIT UNION,US,
401667,UNITED STATES,VISA,CREDIT,,,US,
401668,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401670,UNITED STATES,VISA,DEBIT,CLASSIC,HOMETRUST BANK,US,
401671,UNITED STATES,VISA,DEBIT,CLASSIC,"WELLS FARGO BANK, N.A.",US,
401672,UNITED STATES,VISA,DEBIT,CLASSIC,CHEROKEE COUNTY FEDERAL CREDIT UNION,US,
401673,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST AMERICAN BANK,US,
401674,UNITED STATES,VISA,DEBIT,CLASSIC,MIDFLORIDA CREDIT UNION,US,
401679,UNITED STATES,VISA,CREDIT,,MERRICK BANK,US,
401685,UNITED STATES,VISA,DEBIT,CLASSIC,BLACK HILLS FEDERAL CREDIT UNION,US,
401686,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401687,UNITED STATES,VISA,CREDIT,TRADITIONAL,PARTNERS FEDERAL CREDIT UNION,US,
401688,UNITED STATES,VISA,CREDIT,TRADITIONAL,PARTNERS FEDERAL CREDIT UNION,US,
401691,UNITED STATES,VISA,DEBIT,CLASSIC,AMERICAN BANK &amp; TRUST COMPANY,US,
401695,UNITED STATES,VISA,CREDIT,CLASSIC,STATE BANK OF BEMENT,US,
401697,UNITED STATES,VISA,DEBIT,CLASSIC,THE CREDIT UNION FOR ALL,US,
401699,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
401700,UNITED STATES,VISA,CREDIT,,VISA DPS,US,
401701,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401702,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,PARTNERS 1ST FEDERAL CREDIT UNION,US,
401703,UNITED STATES,VISA,CREDIT,BUSINESS,PARTNERS 1ST FEDERAL CREDIT UNION,US,
401705,UNITED STATES,VISA,DEBIT,BUSINESS,EQUITABLE BANK,US,
401706,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401707,UNITED STATES,VISA,DEBIT,PREPAID RELOADABLE,METABANK,US,
401709,UNITED STATES,VISA,DEBIT,CLASSIC,INDIANA MEMBERS CREDIT UNION,US,
401714,UNITED STATES,VISA,DEBIT,CLASSIC,"WELLS FARGO BANK, N.A.",US,
401715,UNITED STATES,VISA,DEBIT,BUSINESS,FAMILY BANK,US,
401716,UNITED STATES,VISA,CREDIT,CLASSIC,PRESIDENTS FEDERAL CREDIT UNION,US,
401717,UNITED STATES,VISA,CREDIT,SIGNATURE,MIDFIRST BANK,US,
401718,UNITED STATES,VISA,DEBIT,BUSINESS,"THE CITIZENS BANK OF PHILADELPHIA, MISSISSIPPI",US,
401719,UNITED STATES,VISA,DEBIT,CLASSIC,CHELSEA GROTON BANK,US,
401720,UNITED STATES,VISA,CREDIT,BUSINESS,SIU CREDIT UNION,US,
401721,UNITED STATES,VISA,DEBIT,CLASSIC,ALTONIZED COMMUNITY FEDERAL CREDIT UNION,US,
401723,UNITED STATES,VISA,CREDIT,TRADITIONAL,GROW FINANCIAL FEDERAL CREDIT UNION,US,
401724,UNITED STATES,VISA,CREDIT,TRADITIONAL,1ST FINANCIAL BANK USA,US,
401725,UNITED STATES,VISA,CREDIT,TRADITIONAL,PARTNERS FEDERAL CREDIT UNION,US,
401726,UNITED STATES,VISA,DEBIT,CLASSIC,MAROON FINANCIAL CREDIT UNION,US,
401730,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST OKLAHOMA FEDERAL CREDIT UNION,US,
401732,UNITED STATES,VISA,CREDIT,TRADITIONAL,UKRAINIAN FEDERAL CREDIT UNION,US,
401737,UNITED STATES,VISA,CREDIT,,,US,
401740,UNITED STATES,VISA,DEBIT,CLASSIC,ROSWELL COMMUNITY FEDERAL CREDIT UNION,US,
401741,UNITED STATES,VISA,CREDIT,TRADITIONAL,GESA CREDIT UNION,US,
401743,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
